Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
3,0,0,266,3,90036,3,1,3,121.6,5,0.2,39.52
0,0,0,471,8,32303,2,2,11,695.7,2,0.5,-27.828
2,1,0,329,30,10009,1,1,14,120.33,1,0.0,31.2858
3,2,0,77,44,23320,2,0,5,1139.92,4,0.0,284.98
2,0,0,150,31,28314,2,1,12,229.544,7,0.2,83.2097
3,0,0,209,41,77340,0,1,14,143.728,2,0.2,-32.3388
3,0,0,374,36,19140,1,2,0,36.048,3,0.2,-0.9012
3,1,0,525,11,60098,0,0,5,845.488,8,0.3,-12.0784
0,0,0,146,19,2149,1,1,2,50.94,3,0.0,14.2632
3,2,0,80,11,60653,0,1,3,762.594,3,0.8,-1143.891
3,1,0,419,9,30076,2,0,9,56.28,6,0.0,15.7584
3,1,0,419,9,30076,2,1,3,2690.97,3,0.0,1264.7559
3,1,0,360,8,32137,2,1,3,7.434,6,0.7,-5.6994
0,1,0,374,36,19120,1,1,14,64.784,1,0.2,-12.9568
3,2,0,94,12,47201,0,1,12,28.16,4,0.0,13.2352
2,0,0,343,30,11572,1,0,9,14.98,1,0.0,6.8908
2,0,0,343,30,11572,1,0,9,20.32,4,0.0,6.9088
1,1,0,156,19,2038,1,1,14,40.29,3,0.0,10.4754
3,0,0,456,39,57103,0,1,10,20.23,7,0.0,9.5081
0,1,0,437,3,92037,3,0,5,1603.136,4,0.2,100.196
2,0,0,150,31,28314,2,0,5,225.296,2,0.2,22.5296
3,0,0,21,9,30318,2,2,0,67.8,4,0.0,4.068
3,0,0,21,9,30318,2,2,13,377.97,3,0.0,98.2722
3,0,0,21,9,30318,2,0,4,1628.82,9,0.0,374.6286
3,0,0,21,9,30318,2,1,12,286.93,7,0.0,140.5957
3,0,0,353,8,32839,2,1,12,20.736,4,0.2,7.2576
1,0,0,438,3,94122,3,1,14,31.44,3,0.0,8.4888
1,0,0,438,3,94122,3,1,1,83.79,7,0.0,22.6233
1,0,0,438,3,94122,3,1,2,59.52,3,0.0,15.4752
1,0,0,438,3,94122,3,1,15,31.92,4,0.0,9.2568
2,0,0,485,33,43615,1,1,15,14.72,5,0.2,-3.312
2,0,0,485,33,43615,1,1,14,38.976,3,0.2,-2.436
3,0,0,429,8,33710,2,0,9,17.088,2,0.2,1.068
3,1,0,489,1,85705,3,1,12,74.352,3,0.2,23.235
3,1,0,489,1,85705,3,0,5,314.352,3,0.2,-35.3646
3,0,0,266,3,90036,3,1,2,4.26,1,0.0,1.7466
3,0,0,437,3,92105,3,1,14,811.28,8,0.0,24.3384
0,0,0,329,30,10035,1,1,8,6.03,3,0.0,2.9547
2,0,0,437,3,92037,3,0,5,153.568,2,0.2,-5.7588
2,0,0,437,3,92037,3,0,5,1013.488,7,0.2,76.0116
3,2,0,515,28,7090,1,1,7,52.34,2,0.0,24.5998
3,2,0,515,28,7090,1,1,2,4.66,2,0.0,1.3514
3,2,0,515,28,7090,1,2,0,254.97,3,0.0,91.7892
2,2,0,350,28,7050,1,1,3,25.44,6,0.0,12.72
2,2,0,350,28,7050,1,1,15,27.93,3,0.0,8.0997
3,0,0,525,11,60098,0,1,3,8.85,5,0.8,-13.7175
2,0,0,438,3,94110,3,0,9,6.96,4,0.0,2.2272
3,0,0,438,3,94122,3,1,3,17.456,2,0.2,5.8914
3,0,0,476,1,85281,3,0,5,307.92,5,0.2,-34.641
0,0,0,266,3,90008,3,1,2,6.63,3,0.0,1.7901
0,0,0,266,3,90008,3,1,12,12.96,2,0.0,6.2208
0,0,0,266,3,90008,3,1,12,32.4,5,0.0,15.552
3,1,0,452,45,98105,3,1,12,23.85,5,0.0,10.7325
2,0,0,235,16,70601,2,0,5,51.96,2,0.0,12.99
2,0,0,235,16,70601,2,1,3,17.94,3,0.0,8.6112
3,1,0,410,30,14609,1,1,12,11.56,2,0.0,5.6644
3,1,0,410,30,14609,1,1,12,26.4,5,0.0,11.88
3,1,0,410,30,14609,1,0,9,69.08,11,0.0,29.0136
3,1,0,410,30,14609,1,2,13,35.88,3,0.0,10.0464
3,0,0,262,30,11561,1,1,2,49.65,5,0.0,20.853
3,1,0,74,31,28205,2,2,6,959.968,4,0.2,119.996
3,0,0,207,41,77036,0,0,5,408.422,2,0.3,-5.8346
3,0,0,329,30,10035,1,2,6,479.984,2,0.2,59.998
3,0,0,329,30,10035,1,1,10,12.6,4,0.0,6.048
3,2,0,94,9,31907,2,1,12,184.66,7,0.0,84.9436
3,0,0,80,11,60610,0,1,12,23.12,5,0.2,8.381
3,1,0,199,11,60035,0,1,12,37.464,7,0.2,12.1758
3,1,0,199,11,60035,0,0,5,539.658,3,0.3,-7.7094
3,2,0,452,45,98115,3,1,14,310.12,2,0.0,80.6312
3,0,0,129,21,55122,0,1,12,8.56,2,0.0,3.852
3,0,0,129,21,55122,0,1,14,52.4,5,0.0,14.148
3,0,0,129,21,55122,0,1,10,14.94,3,0.0,6.8724
3,0,0,452,45,98103,3,1,8,11.22,3,0.0,0.2244
3,0,0,102,8,33065,2,1,1,387.136,4,0.2,24.196
3,0,0,193,30,11550,1,1,7,41.4,5,0.0,19.458
3,0,0,193,30,11550,1,1,2,35.0,4,0.0,10.5
3,0,0,193,30,11550,1,1,3,39.552,3,0.2,14.3376
2,0,0,333,12,46060,0,2,13,135.72,3,0.0,35.2872
2,0,0,333,12,46060,0,1,3,12.56,2,0.0,5.652
2,0,0,333,12,46060,0,2,13,263.96,4,0.0,71.2692
0,0,0,109,41,75220,0,1,2,5.952,1,0.2,0.372
1,1,0,374,36,19140,1,1,8,15.8,5,0.2,2.37
1,1,0,374,36,19140,1,0,9,14.368,2,0.2,3.9512
1,1,0,374,36,19140,1,0,9,70.448,7,0.2,12.3284
1,0,0,438,3,94109,3,1,14,129.3,2,0.0,6.465
2,2,0,25,41,78745,0,1,3,3.882,3,0.8,-5.823
3,1,0,123,20,48234,0,1,8,6.08,1,0.0,3.04
0,0,0,508,30,13601,1,1,1,19.9,1,0.0,8.955
0,0,0,508,30,13601,1,0,9,70.71,1,0.0,4.9497
2,0,0,94,9,31907,2,0,9,18.84,3,0.0,7.9128
3,0,0,14,21,55124,0,1,2,8.64,3,0.0,2.5056
3,2,0,60,31,27217,2,1,3,1633.188,4,0.7,-1306.5504
3,2,0,423,20,48601,0,0,9,19.76,4,0.0,8.2992
1,0,0,438,3,94109,3,1,3,6.608,2,0.2,2.2302
1,0,0,438,3,94109,3,1,3,7.28,2,0.2,2.73
1,0,0,438,3,94109,3,0,5,144.784,1,0.2,10.8588
3,0,0,452,45,98105,3,2,13,156.792,1,0.2,13.7193
3,0,0,452,45,98105,3,2,13,431.976,3,0.2,26.9985
3,0,0,452,45,98105,3,1,7,35.89,1,0.0,16.1505
3,0,0,452,45,98105,3,1,3,47.208,7,0.2,15.3426
3,0,0,452,45,98105,3,1,12,248.08,7,0.0,116.5976
3,0,0,452,45,98105,3,1,12,189.7,5,0.0,89.159
3,0,0,452,45,98105,3,1,3,59.808,3,0.2,19.4376
3,1,0,299,47,53209,0,0,5,90.99,1,0.0,14.5584
3,1,0,299,47,53209,0,0,5,1526.56,7,0.0,427.4368
3,1,0,299,47,53209,0,0,5,368.97,3,0.0,40.5867
3,0,0,266,3,90049,3,1,14,305.01,9,0.0,76.2525
3,0,0,266,3,90049,3,0,9,18.7,1,0.0,7.106
0,0,0,438,3,94122,3,0,9,38.29,7,0.0,16.4647
3,2,0,437,3,92024,3,0,9,26.25,3,0.0,11.025
3,2,0,437,3,92024,3,1,3,64.96,14,0.2,22.736
3,2,0,437,3,92024,3,1,7,43.7,5,0.0,20.539
1,2,0,168,1,85301,3,2,0,41.6,4,0.2,13.0
1,2,0,168,1,85301,3,1,12,23.12,5,0.2,8.381
1,2,0,168,1,85301,3,0,5,113.888,2,0.2,9.9652
1,2,0,168,1,85301,3,0,9,113.568,2,0.2,-5.6784
1,2,0,168,1,85301,3,2,13,7.92,2,0.2,0.693
1,2,0,168,1,85301,3,2,13,671.984,2,0.2,50.3988
3,1,0,329,30,10035,1,2,13,39.99,1,0.0,11.5971
3,2,0,508,30,13601,1,0,5,191.646,3,0.1,31.941
3,0,0,464,33,45503,1,1,3,2.313,1,0.7,-1.9275
3,0,0,266,3,90032,3,1,3,19.936,4,0.2,7.2268
3,0,0,266,3,90032,3,1,8,45.92,4,0.0,21.5824
3,2,0,452,45,98115,3,1,12,20.34,3,0.0,9.3564
3,2,0,452,45,98115,3,1,10,39.28,8,0.0,19.2472
2,1,0,343,3,92054,3,0,5,81.568,2,0.2,9.1764
2,1,0,343,3,92054,3,0,5,97.184,2,0.2,6.074
2,1,0,343,3,92054,3,1,3,24.32,5,0.2,8.208
2,1,0,343,3,92054,3,0,9,18.96,2,0.0,7.584
3,0,0,457,11,60076,0,0,9,32.952,6,0.6,-19.7712
3,0,0,457,11,60076,0,1,14,30.016,4,0.2,3.0016
2,0,0,150,31,28314,2,1,1,499.584,3,0.2,43.7136
2,0,0,150,31,28314,2,1,12,31.104,6,0.2,10.8864
2,0,0,150,31,28314,2,1,3,13.272,8,0.7,-10.6176
2,0,0,150,31,28314,2,0,9,28.272,2,0.2,6.3612
2,0,0,150,31,28314,2,1,14,259.136,4,0.2,-51.8272
3,0,0,490,34,74133,0,1,3,10.8,5,0.0,5.184
3,0,0,5,41,75002,0,0,16,244.006,2,0.3,-31.3722
3,0,0,5,41,75002,0,1,12,15.936,4,0.2,5.3784
1,1,0,374,36,19143,1,0,5,188.552,7,0.3,-2.6936
2,0,0,410,30,14609,1,1,14,22.58,2,0.0,5.8708
2,0,0,315,38,29464,2,0,5,545.94,6,0.0,87.3504
3,0,0,374,36,19134,1,1,12,20.736,4,0.2,7.2576
3,0,0,374,36,19134,1,0,9,43.296,2,0.2,4.3296
3,0,0,452,45,98115,3,0,5,123.136,4,0.2,13.8528
3,0,0,452,45,98115,3,1,3,11.264,4,0.2,3.8016
2,0,0,464,35,97477,3,1,14,53.424,3,0.2,4.6746
2,0,0,464,35,97477,3,0,16,275.49,1,0.5,-170.8038
3,2,0,94,9,31907,2,0,9,24.96,4,0.0,6.24
3,2,0,94,9,31907,2,1,12,19.36,2,0.0,9.2928
3,2,0,94,9,31907,2,1,14,1267.65,9,0.0,152.118
2,1,0,266,3,90032,3,2,0,12.99,1,0.0,0.7794
2,1,0,266,3,90032,3,1,3,18.56,4,0.2,6.496
2,1,0,266,3,90032,3,1,14,449.15,5,0.0,8.983
2,1,0,266,3,90032,3,1,3,31.248,7,0.2,10.9368
3,1,0,329,30,10024,1,1,1,61.44,3,0.0,16.5888
3,0,0,123,20,48227,0,1,3,895.92,4,0.0,421.0824
2,0,0,466,3,95207,3,1,3,55.36,4,0.2,18.684
3,0,0,375,1,85023,3,1,14,55.92,5,0.2,6.291
3,0,0,374,36,19120,1,1,7,24.896,4,0.2,8.4024
3,0,0,374,36,19120,1,0,9,3.984,1,0.2,0.6474
3,0,0,374,36,19120,1,2,0,95.968,4,0.2,28.7904
3,0,0,374,36,19120,1,2,11,206.991,3,0.7,-172.4925
3,0,0,374,36,19120,1,1,1,44.416,2,0.2,3.8864
3,0,0,374,36,19120,1,1,3,9.006,2,0.7,-7.2048
3,2,0,465,20,48310,0,1,3,19.0,5,0.0,8.93
3,2,0,410,30,14609,1,1,3,33.376,4,0.2,10.43
0,2,0,329,30,10011,1,1,1,207.48,1,0.0,62.244
3,2,0,132,47,54703,0,1,3,91.68,3,0.0,45.84
0,0,0,329,30,10009,1,1,1,904.9,5,0.0,253.372
3,0,0,395,3,91730,3,1,3,34.272,3,0.2,11.1384
0,0,0,318,15,42071,2,0,9,191.82,3,0.0,74.8098
3,1,0,485,33,43615,1,1,1,243.88,5,0.2,27.4365
3,2,0,267,4,80027,3,1,3,12.03,5,0.7,-9.223
3,2,0,267,4,80027,3,2,11,2549.985,5,0.7,-3399.98
3,2,0,267,4,80027,3,1,3,21.594,2,0.7,-15.8356
3,2,0,267,4,80027,3,1,3,8.964,6,0.7,-6.5736
3,2,0,267,4,80027,3,1,12,20.736,4,0.2,7.2576
3,2,0,329,30,10035,1,0,16,344.22,2,0.4,-103.266
3,2,0,373,41,78577,0,1,14,727.296,8,0.2,-172.7328
3,2,0,373,41,78577,0,0,9,22.608,3,0.6,-10.1736
3,2,0,373,41,78577,0,2,0,666.4,7,0.2,-33.32
3,0,0,513,42,84084,3,1,8,5.04,3,0.0,0.2016
3,0,0,513,42,84084,3,1,12,92.94,3,0.0,41.823
3,0,0,513,42,84084,3,0,9,66.69,3,0.0,22.0077
3,0,0,513,42,84084,3,1,3,91.68,5,0.2,28.65
3,0,0,54,41,78521,0,0,4,327.7328,2,0.32,-14.4588
3,0,0,329,30,10011,1,1,3,52.272,11,0.2,17.6418
3,0,0,329,30,10011,1,1,12,17.94,3,0.0,8.073
3,2,0,374,36,19140,1,0,9,254.352,3,0.2,0.0
1,1,0,40,24,59102,3,1,3,8.288,2,0.2,2.6936
3,0,0,77,44,23320,2,0,5,504.9,5,0.0,80.784
3,1,0,181,35,97030,3,2,13,403.168,4,0.2,25.198
3,1,0,255,20,48146,0,0,4,194.32,4,0.0,31.0912
3,1,0,255,20,48146,0,1,2,25.99,1,0.0,7.5371
3,0,0,181,35,97030,3,0,5,195.136,4,0.2,-12.196
3,2,0,374,36,19143,1,1,12,20.736,4,0.2,7.2576
3,0,0,308,16,71203,2,2,0,53.7,6,0.0,10.203
3,0,0,308,16,71203,2,1,3,36.26,7,0.0,16.6796
3,0,0,308,16,71203,2,1,2,56.3,2,0.0,15.764
3,0,0,308,16,71203,2,1,12,32.4,5,0.0,15.552
3,0,0,308,16,71203,2,0,9,29.16,2,0.0,10.7892
3,1,0,364,3,91104,3,0,16,171.288,3,0.2,-6.4233
3,0,0,76,40,37421,2,0,9,16.72,5,0.2,3.344
1,2,0,262,3,90805,3,1,12,12.96,2,0.0,6.2208
1,2,0,262,3,90805,3,1,7,22.18,2,0.0,10.8682
1,2,0,262,3,90805,3,0,5,2054.272,8,0.2,256.784
2,0,0,488,33,45373,1,2,13,1022.97,5,0.4,-255.7425
2,2,0,300,21,55407,0,1,2,13.9,5,0.0,3.614
2,2,0,300,21,55407,0,1,12,26.38,1,0.0,12.1348
3,0,0,452,45,98105,3,1,3,43.176,7,0.2,13.4925
0,2,0,94,9,31907,2,0,16,411.8,2,0.0,70.006
0,2,0,94,9,31907,2,2,0,360.0,4,0.0,129.6
3,2,0,292,10,83642,3,0,9,41.96,2,0.0,2.9372
3,2,0,292,10,83642,3,1,1,227.84,4,0.0,66.0736
3,2,0,292,10,83642,3,1,12,37.94,2,0.0,18.2112
2,2,0,123,20,48227,0,2,13,517.9,2,0.0,134.654
2,2,0,123,20,48227,0,1,3,5.28,2,0.0,2.4288
3,1,0,80,11,60623,0,2,6,2799.96,5,0.2,874.9875
2,1,0,438,3,94110,3,1,7,8.96,2,0.0,4.3008
2,1,0,438,3,94110,3,1,10,31.5,10,0.0,15.12
2,1,0,438,3,94110,3,0,9,30.56,2,0.0,10.3904
2,1,0,438,3,94110,3,0,16,24.368,2,0.2,-3.3506
3,1,0,330,33,43055,1,2,0,119.976,3,0.2,22.4955
3,0,0,109,41,75081,0,1,12,26.88,8,0.2,9.744
0,1,0,330,6,19711,1,2,13,83.97,3,0.0,23.5116
0,1,0,330,6,19711,1,2,0,104.97,3,0.0,7.3479
2,2,0,3,29,87105,3,1,14,90.8,8,0.0,25.424
2,2,0,3,29,87105,3,2,13,140.736,8,0.2,49.2576
2,2,0,3,29,87105,3,2,0,214.95,5,0.0,88.1295
2,2,0,3,29,87105,3,1,12,45.36,7,0.0,21.7728
2,2,0,3,29,87105,3,1,12,288.24,6,0.0,138.3552
1,2,0,485,33,43615,1,1,1,663.936,4,0.2,82.992
3,1,0,330,6,19711,1,1,14,2934.33,7,0.0,792.2691
3,1,0,330,6,19711,1,0,9,124.41,3,0.0,14.9292
3,1,0,330,6,19711,1,1,2,57.75,5,0.0,26.565
0,0,0,266,3,90045,3,1,14,114.46,2,0.0,28.615
3,0,0,266,3,90032,3,0,4,120.666,2,0.15,18.4548
3,2,0,109,41,75217,0,1,14,342.864,3,0.2,38.5722
3,2,0,109,41,75217,0,0,9,16.74,5,0.6,-14.229
3,2,0,109,41,75217,0,0,5,981.372,2,0.3,-140.196
3,2,0,437,3,92037,3,1,2,31.84,8,0.0,10.5072
0,2,0,14,3,92307,3,1,12,12.96,2,0.0,6.2208
0,2,0,14,3,92307,3,2,13,43.176,3,0.2,15.1116
3,2,0,267,15,40214,2,1,3,58.34,2,0.0,28.0032
3,2,0,267,15,40214,2,2,13,539.97,3,0.0,134.9925
3,0,0,329,30,10024,1,1,3,3.928,1,0.2,1.3257
3,0,0,207,41,77070,0,1,3,252.784,4,0.8,-417.0936
3,0,0,207,41,77070,0,2,0,127.984,2,0.2,15.998
3,0,0,207,41,77070,0,0,9,3.984,2,0.6,-2.6892
3,0,0,207,41,77070,0,1,1,12.992,2,0.8,-32.48
2,2,0,194,15,42420,2,0,9,61.0,5,0.0,25.62
2,2,0,194,15,42420,2,2,13,671.93,7,0.0,188.1404
3,0,0,330,6,19711,1,1,3,447.86,7,0.0,219.4514
3,0,0,330,6,19711,1,2,13,479.95,5,0.0,129.5865
3,0,0,330,6,19711,1,1,12,166.44,3,0.0,79.8912
1,0,0,44,11,60440,0,1,15,31.68,4,0.2,2.772
1,0,0,44,11,60440,0,1,12,10.368,2,0.2,3.6288
1,0,0,44,11,60440,0,1,8,12.032,8,0.2,2.256
1,0,0,44,11,60440,0,1,1,5.768,2,0.8,-13.5548
3,1,0,154,41,76106,0,1,10,33.12,4,0.2,11.592
3,1,0,154,41,76106,0,0,4,220.2656,4,0.32,-42.1096
3,0,0,329,30,10024,1,1,3,10.776,3,0.2,3.5022
3,0,0,329,30,10024,1,0,4,242.352,3,0.2,9.0882
2,1,0,390,37,2908,1,1,15,695.16,6,0.0,34.758
2,1,0,390,37,2908,1,0,4,220.98,1,0.0,50.8254
3,2,0,94,33,43229,1,1,3,12.957,7,0.7,-9.5018
3,0,0,329,30,10024,1,1,12,25.68,6,0.0,11.556
3,1,0,207,41,77070,0,1,10,15.712,4,0.2,5.6956
3,2,0,24,11,60505,0,1,14,298.464,6,0.2,26.1156
3,0,0,464,23,65807,0,1,12,21.93,3,0.0,10.0878
3,0,0,464,23,65807,0,1,14,242.94,3,0.0,4.8588
3,0,0,464,23,65807,0,1,12,7.64,1,0.0,3.7436
3,0,0,464,23,65807,0,1,12,51.84,8,0.0,25.4016
3,0,0,464,23,65807,0,1,14,265.17,1,0.0,47.7306
3,0,0,452,45,98105,3,2,11,837.6,3,0.2,62.82
3,0,0,452,45,98105,3,1,7,135.9,5,0.0,63.873
3,0,0,452,45,98105,3,1,12,34.68,6,0.0,16.9932
3,0,0,452,45,98105,3,0,5,532.704,6,0.2,-39.9528
3,0,0,452,45,98105,3,1,1,43.1,5,0.0,11.206
3,0,0,452,45,98105,3,1,15,15.88,4,0.0,0.1588
0,1,0,238,8,33801,2,0,5,1123.92,5,0.2,-182.637
0,1,0,238,8,33801,2,2,13,249.584,2,0.2,31.198
0,1,0,238,8,33801,2,0,9,48.672,3,0.2,7.3008
0,1,0,238,8,33801,2,1,2,60.768,2,0.2,7.596
0,1,0,238,8,33801,2,1,3,78.6,5,0.7,-62.88
0,1,0,238,8,33801,2,1,3,3.768,2,0.7,-3.14
0,1,0,238,8,33801,2,1,14,1036.624,2,0.2,51.8312
0,1,0,238,8,33801,2,1,14,563.808,4,0.2,21.1428
3,0,0,374,36,19134,1,2,13,258.528,2,0.4,-47.3968
3,0,0,329,30,10011,1,1,12,49.12,4,0.0,23.0864
0,2,0,266,3,90049,3,0,9,44.46,2,0.0,14.6718
0,2,0,266,3,90049,3,0,5,241.568,2,0.2,18.1176
0,2,0,266,3,90049,3,2,0,395.0,5,0.0,39.5
0,2,0,266,3,90049,3,2,13,627.168,4,0.2,70.5564
0,1,0,343,30,11572,1,0,9,13.28,2,0.0,6.3744
0,1,0,343,30,11572,1,1,3,12.672,3,0.2,4.4352
3,2,0,109,41,75081,0,1,3,30.56,5,0.8,-45.84
3,2,0,109,41,75081,0,1,14,77.952,3,0.2,-15.5904
3,2,0,109,41,75081,0,2,13,67.992,1,0.2,8.499
3,2,0,109,41,75081,0,1,7,12.224,2,0.2,4.4312
3,2,0,109,41,75081,0,2,0,44.784,2,0.2,-0.5598
3,2,0,109,41,75081,0,0,9,22.848,3,0.6,-17.7072
0,0,0,329,30,10035,1,1,1,206.43,3,0.0,90.8292
1,1,0,434,41,78207,0,1,3,210.392,2,0.8,-336.6272
2,0,0,83,33,45231,1,2,0,119.96,5,0.2,35.988
2,0,0,83,33,45231,1,1,2,10.608,6,0.2,0.9282
3,1,0,25,41,78745,0,0,5,347.802,7,0.3,-24.843
2,1,0,452,45,98105,3,0,5,963.136,4,0.2,108.3528
2,1,0,452,45,98105,3,2,13,88.776,3,0.2,7.7679
2,1,0,266,3,90004,3,1,2,32.4,5,0.0,10.368
0,2,0,329,30,10035,1,1,12,32.4,5,0.0,15.552
3,0,0,452,45,98103,3,1,10,31.05,3,0.0,14.904
0,0,0,330,33,43055,1,2,0,2025.36,6,0.2,607.608
0,0,0,330,33,43055,1,2,11,1799.994,2,0.7,-2639.9912
0,0,0,330,33,43055,1,2,13,101.988,2,0.4,-16.998
0,0,0,330,33,43055,1,0,9,262.864,7,0.2,69.0018
3,1,0,278,21,55369,0,1,3,735.98,2,0.0,331.191
2,2,0,168,1,85301,3,1,12,93.024,3,0.2,33.7212
3,1,0,329,30,10009,1,0,16,284.364,2,0.4,-75.8304
3,1,0,329,30,10009,1,2,0,26.0,2,0.0,11.7
0,0,0,216,31,28540,2,1,14,67.64,5,0.2,5.9185
0,0,0,216,31,28540,2,2,0,119.976,3,0.2,-17.9964
2,0,0,207,41,77070,0,1,3,5.18,5,0.8,-8.029
3,0,0,438,3,94109,3,1,7,15.56,2,0.0,7.3132
3,0,0,438,3,94109,3,1,7,78.35,5,0.0,36.8245
3,0,0,438,3,94109,3,1,2,59.52,3,0.0,15.4752
3,0,0,438,3,94109,3,1,12,38.52,9,0.0,17.334
3,0,0,438,3,94109,3,2,13,239.984,2,0.2,23.9984
3,0,0,438,3,94109,3,1,12,19.35,3,0.0,9.4815
0,0,0,242,20,48911,0,0,9,67.0,5,0.0,32.16
3,1,0,471,8,32303,2,0,5,390.272,8,0.2,-24.392
3,1,0,471,8,32303,2,1,12,62.192,13,0.2,19.435
2,0,0,93,38,29203,2,1,3,23.88,6,0.0,11.2236
3,0,0,80,11,60623,0,1,3,3.168,2,0.8,-4.752
3,0,0,80,11,60623,0,0,5,528.43,5,0.3,0.0
3,0,0,80,11,60623,0,1,2,13.392,3,0.2,1.5066
3,0,0,123,20,48227,0,1,2,181.86,7,0.0,50.9208
3,0,0,152,4,80525,3,0,4,180.588,2,0.7,-240.784
3,0,0,152,4,80525,3,2,0,47.984,2,0.2,0.5998
1,0,0,329,30,10024,1,1,12,18.76,2,0.0,9.0048
3,1,0,329,30,10011,1,0,9,20.94,3,0.0,6.0726
3,1,0,329,30,10011,1,0,9,58.68,2,0.0,18.1908
3,1,0,329,30,10011,1,1,1,254.9,5,0.0,68.823
2,1,0,93,18,21044,1,1,3,9.64,2,0.0,4.4344
2,1,0,93,18,21044,1,2,0,826.62,3,0.0,355.4466
2,1,0,93,18,21044,1,1,14,1633.14,9,0.0,473.6106
2,1,0,93,18,21044,1,1,14,544.38,3,0.0,157.8702
0,1,0,207,41,77041,0,1,3,26.046,3,0.8,-44.2782
0,1,0,207,41,77041,0,1,7,74.352,3,0.2,26.9526
3,1,0,269,19,1852,1,2,13,69.93,7,0.0,32.1678
2,1,0,524,3,95695,3,1,10,3.75,1,0.0,1.8
2,1,0,524,3,95695,3,1,3,20.928,4,0.2,7.5864
3,2,0,80,11,60610,0,1,14,12.672,3,0.2,-3.168
3,1,0,329,30,10035,1,2,13,65.99,1,0.0,17.1574
3,1,0,305,41,77489,0,1,3,6.37,7,0.8,-9.555
0,0,0,207,41,77036,0,1,3,3.648,3,0.8,-6.0192
0,0,0,207,41,77036,0,1,12,31.104,6,0.2,10.8864
3,2,0,215,22,39212,2,1,8,23.34,3,0.0,0.2334
3,1,0,329,30,10009,1,2,13,29.97,3,0.0,14.0859
1,0,0,476,1,85281,3,1,3,3.366,3,0.7,-2.244
3,0,0,216,31,28540,2,2,13,95.968,4,0.2,9.5968
3,1,0,374,36,19134,1,1,2,18.704,7,0.2,2.338
2,0,0,2,33,44312,1,0,9,149.232,3,0.2,3.7308
2,0,0,2,33,44312,1,1,12,15.936,4,0.2,5.7768
3,0,0,437,3,92037,3,2,13,601.536,8,0.2,60.1536
3,0,0,437,3,92037,3,2,0,10.99,1,0.0,4.2861
3,0,0,437,3,92037,3,0,9,39.88,2,0.0,11.1664
3,0,0,437,3,92037,3,1,12,62.24,8,0.0,28.008
3,0,0,437,3,92037,3,0,9,53.2,5,0.0,14.896
3,0,0,437,3,92037,3,1,10,39.84,8,0.0,18.3264
3,1,0,159,3,93727,3,2,0,349.95,5,0.0,118.983
3,1,0,159,3,93727,3,2,13,377.928,9,0.2,141.723
3,1,0,368,41,77581,0,1,7,13.392,3,0.2,5.022
3,1,0,368,41,77581,0,1,3,11.228,7,0.8,-18.5262
3,0,0,407,12,47374,0,1,1,207.24,11,0.0,58.0272
3,1,0,374,36,19134,1,1,2,1.504,1,0.2,0.1692
3,1,0,374,36,19134,1,1,1,34.848,2,0.2,6.534
0,0,0,443,3,94403,3,1,10,75.18,6,0.0,35.3346
3,0,0,342,3,94601,3,2,0,149.97,3,0.0,52.4895
3,1,0,329,30,10024,1,1,3,931.176,3,0.2,314.2719
3,1,0,329,30,10024,1,2,13,430.88,2,0.0,124.9552
3,1,0,240,28,8701,1,1,12,94.85,5,0.0,45.528
3,1,0,240,28,8701,1,1,7,51.12,4,0.0,23.004
3,1,0,240,28,8701,1,2,0,90.0,1,0.0,32.4
0,1,0,476,1,85281,3,1,12,9.408,2,0.2,3.4104
0,1,0,476,1,85281,3,1,8,4.672,2,0.2,1.46
0,1,0,476,1,85281,3,2,13,318.4,2,0.2,107.46
0,1,0,476,1,85281,3,1,7,12.768,6,0.2,4.6284
0,1,0,476,1,85281,3,1,15,15.36,2,0.2,-3.264
0,1,0,476,1,85281,3,2,13,230.376,3,0.2,20.1579
0,1,0,476,1,85281,3,2,0,7.16,1,0.2,-0.0895
3,0,0,329,30,10035,1,1,14,375.34,1,0.0,18.767
2,0,0,329,30,10009,1,0,9,114.9,5,0.0,39.066
3,0,0,207,41,77095,0,1,3,26.046,3,0.8,-44.2782
3,0,0,207,41,77095,0,1,3,2.896,1,0.8,-4.7784
3,0,0,207,41,77095,0,1,14,32.544,2,0.2,-7.7292
0,0,0,409,3,92503,3,1,3,3.984,1,0.2,1.3944
1,0,0,147,5,6824,1,0,16,181.797,1,0.3,-15.5826
1,0,0,329,30,10024,1,1,14,44.94,3,0.0,12.5832
1,0,0,329,30,10024,1,1,3,45.576,3,0.2,15.9516
3,1,0,207,41,77095,0,0,5,318.43,5,0.3,-77.333
3,1,0,207,41,77095,0,2,13,122.92,7,0.2,46.095
3,1,0,207,41,77095,0,0,9,7.068,3,0.6,-2.8272
0,1,0,16,44,22204,2,1,14,56.45,5,0.0,14.677
2,0,0,80,11,60623,0,1,3,13.468,13,0.8,-22.8956
3,0,0,172,41,75051,0,2,13,219.8,5,0.2,24.7275
3,0,0,172,41,75051,0,0,5,317.058,3,0.3,-18.1176
2,1,0,452,45,98103,3,2,0,49.08,3,0.0,4.908
2,1,0,452,45,98103,3,1,14,324.9,5,0.0,38.988
2,1,0,452,45,98103,3,1,2,18.24,3,0.0,5.2896
